tactic,technique_id,technique,audit_category,audit_sub_category,event_id,message
Impact,T1496,Resource Hijacking,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Impact,T1496,Resource Hijacking,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Impact,T1496,Resource Hijacking,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Impact,T1496,Resource Hijacking,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Impact,T1496,Resource Hijacking,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Impact,T1496,Resource Hijacking,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Discovery,T1497,Virtualization/Sandbox Evasion,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1497.001,System Checks,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1497.002,User Activity Based Checks,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1497.003,Time Based Evasion,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1518,Software Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1518.001,Security Software Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Impact,T1529,System Shutdown/Reboot,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1542,Pre-OS Boot,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1542,Pre-OS Boot,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Persistence,T1542,Pre-OS Boot,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Persistence,T1542,Pre-OS Boot,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Persistence,T1542,Pre-OS Boot,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Persistence,T1542,Pre-OS Boot,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Persistence,T1542,Pre-OS Boot,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Persistence,T1542,Pre-OS Boot,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Persistence,T1542.005,TFTP Boot,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1542.005,TFTP Boot,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Persistence,T1542.005,TFTP Boot,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Persistence,T1542.005,TFTP Boot,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Persistence,T1542.005,TFTP Boot,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Persistence,T1542.005,TFTP Boot,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Persistence,T1542.005,TFTP Boot,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Persistence,T1542.005,TFTP Boot,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Persistence,T1546.003,Windows Management Instrumentation Event Subscription,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1548.004,Elevated Execution with Prompt,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1559,Inter-Process Communication,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1559.001,Component Object Model,Detailed Tracking,Process Creation,4688,A new process has been created.
Execution,T1559.002,Dynamic Data Exchange,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1560,Archive Collected Data,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1560.001,Archive via Utility,Detailed Tracking,Process Creation,4688,A new process has been created.
Impact,T1561,Disk Wipe,Detailed Tracking,Process Creation,4688,A new process has been created.
Impact,T1561.001,Disk Content Wipe,Detailed Tracking,Process Creation,4688,A new process has been created.
Impact,T1561.002,Disk Structure Wipe,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1562.002,Disable Windows Event Logging,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1562.003,Impair Command History Logging,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1562.010,Downgrade Attack,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1564.001,Hidden Files and Directories,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1564.009,Resource Forking,Detailed Tracking,Process Creation,4688,A new process has been created.
Lateral Movement,T1570,Lateral Tool Transfer,Detailed Tracking,Process Creation,4688,A new process has been created.
Lateral Movement,T1570,Lateral Tool Transfer,Object Access,File Share,5140,A network share object was accessed.
Lateral Movement,T1570,Lateral Tool Transfer,Object Access,Detailed File Share,5145,A network share object was checked to see whether the client can be granted desired access.
Execution,T1609,Container Administration Command,Detailed Tracking,Process Creation,4688,A new process has been created.
Privilege Escalation,T1611,Escape to Host,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1614,System Location Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1053.007,Container Orchestration Job,Object Access,Other Object Access Events,4698,A scheduled task was created.
Persistence,T1098.001,Additional Cloud Credentials,Policy Change,Authentication Policy Change,4717,System security access was granted to an account.
Persistence,T1098.001,Additional Cloud Credentials,Policy Change,Authentication Policy Change,4718,System security access was removed from an account.
Persistence,T1098.001,Additional Cloud Credentials,Account Management,User Account Management,4722,A user account was enabled.
Persistence,T1098.001,Additional Cloud Credentials,Account Management,User Account Management,4725,A user account was disabled.
Persistence,T1098.001,Additional Cloud Credentials,Account Management,User Account Management,4738,A user account was changed.
Persistence,T1098.001,Additional Cloud Credentials,Account Management,User Account Management,4740,A user account was locked out.
Persistence,T1098.001,Additional Cloud Credentials,Account Management,User Account Management,4767,A user account was unlocked.
Persistence,T1098.001,Additional Cloud Credentials,Account Management,User Account Management,4781,The name of an account was changed:
Persistence,T1098.001,Additional Cloud Credentials,DS Access,Directory Service Changes,5136,A directory service object was modified.
Persistence,T1098.001,Additional Cloud Credentials,DS Access,Directory Service Changes,5139,A directory service object was moved.
Persistence,T1098.002,Exchange Email Delegate Permissions,Policy Change,Authentication Policy Change,4717,System security access was granted to an account.
Persistence,T1098.002,Exchange Email Delegate Permissions,Policy Change,Authentication Policy Change,4718,System security access was removed from an account.
Persistence,T1098.002,Exchange Email Delegate Permissions,Account Management,User Account Management,4722,A user account was enabled.
Persistence,T1098.002,Exchange Email Delegate Permissions,Account Management,User Account Management,4725,A user account was disabled.
Persistence,T1098.002,Exchange Email Delegate Permissions,Account Management,User Account Management,4738,A user account was changed.
Persistence,T1098.002,Exchange Email Delegate Permissions,Account Management,User Account Management,4740,A user account was locked out.
Persistence,T1098.002,Exchange Email Delegate Permissions,Account Management,User Account Management,4767,A user account was unlocked.
Persistence,T1098.002,Exchange Email Delegate Permissions,Account Management,User Account Management,4781,The name of an account was changed:
Persistence,T1098.003,Add Office 365 Global Administrator Role,Policy Change,Authentication Policy Change,4717,System security access was granted to an account.
Persistence,T1098.003,Add Office 365 Global Administrator Role,Policy Change,Authentication Policy Change,4718,System security access was removed from an account.
Persistence,T1098.003,Add Office 365 Global Administrator Role,Account Management,User Account Management,4722,A user account was enabled.
Persistence,T1098.003,Add Office 365 Global Administrator Role,Account Management,User Account Management,4725,A user account was disabled.
Persistence,T1098.003,Add Office 365 Global Administrator Role,Account Management,User Account Management,4738,A user account was changed.
Persistence,T1098.003,Add Office 365 Global Administrator Role,Account Management,User Account Management,4740,A user account was locked out.
Persistence,T1098.003,Add Office 365 Global Administrator Role,Account Management,User Account Management,4767,A user account was unlocked.
Persistence,T1098.003,Add Office 365 Global Administrator Role,Account Management,User Account Management,4781,The name of an account was changed:
Credential Access,T1528,Steal Application Access Token,Policy Change,Authentication Policy Change,4717,System security access was granted to an account.
Credential Access,T1528,Steal Application Access Token,Policy Change,Authentication Policy Change,4718,System security access was removed from an account.
Credential Access,T1528,Steal Application Access Token,Account Management,User Account Management,4722,A user account was enabled.
Credential Access,T1528,Steal Application Access Token,Account Management,User Account Management,4725,A user account was disabled.
Credential Access,T1528,Steal Application Access Token,Account Management,User Account Management,4738,A user account was changed.
Credential Access,T1528,Steal Application Access Token,Account Management,User Account Management,4740,A user account was locked out.
Credential Access,T1528,Steal Application Access Token,Account Management,User Account Management,4767,A user account was unlocked.
Credential Access,T1528,Steal Application Access Token,Account Management,User Account Management,4781,The name of an account was changed:
Impact,T1531,Account Access Removal,Policy Change,Authentication Policy Change,4717,System security access was granted to an account.
Impact,T1531,Account Access Removal,Policy Change,Authentication Policy Change,4718,System security access was removed from an account.
Impact,T1531,Account Access Removal,Account Management,User Account Management,4722,A user account was enabled.
Impact,T1531,Account Access Removal,Account Management,User Account Management,4725,A user account was disabled.
Impact,T1531,Account Access Removal,Account Management,User Account Management,4726,A user account was deleted.
Impact,T1531,Account Access Removal,Account Management,User Account Management,4738,A user account was changed.
Impact,T1531,Account Access Removal,Account Management,User Account Management,4740,A user account was locked out.
Impact,T1531,Account Access Removal,Account Management,User Account Management,4767,A user account was unlocked.
Impact,T1531,Account Access Removal,Account Management,User Account Management,4781,The name of an account was changed:
Impact,T1531,Account Access Removal,DS Access,Directory Service Changes,5136,A directory service object was modified.
Impact,T1531,Account Access Removal,DS Access,Directory Service Changes,5139,A directory service object was moved.
Persistence,T1136.003,Cloud Account,Account Management,User Account Management,4720,A user account was created.
Credential Access,T1558.001,Golden Ticket,Account Logon,Kerberos Authentication Service,4768,A Kerberos authentication ticket (TGT) was requested.
Credential Access,T1558.001,Golden Ticket,Account Logon,Kerberos Service Ticket Operations,4769,A Kerberos service ticket was requested.
Credential Access,T1558.003,Kerberoasting,Account Logon,Kerberos Authentication Service,4768,A Kerberos authentication ticket (TGT) was requested.
Credential Access,T1558.003,Kerberoasting,Account Logon,Kerberos Service Ticket Operations,4769,A Kerberos service ticket was requested.
Credential Access,T1558.004,AS-REP Roasting,Account Logon,Kerberos Authentication Service,4768,A Kerberos authentication ticket (TGT) was requested.
Credential Access,T1558.004,AS-REP Roasting,Account Logon,Kerberos Service Ticket Operations,4769,A Kerberos service ticket was requested.
Defense Evasion,T1562.007,Disable or Modify Cloud Firewall,Policy Change,MPSSVC Rule-Level Policy Change,4946,A change has been made to Windows Firewall exception list. A rule was added.
Defense Evasion,T1562.007,Disable or Modify Cloud Firewall,Policy Change,MPSSVC Rule-Level Policy Change,4947,A change has been made to Windows Firewall exception list. A rule was modified.
Defense Evasion,T1562.007,Disable or Modify Cloud Firewall,Policy Change,MPSSVC Rule-Level Policy Change,4948,A change has been made to Windows Firewall exception list. A rule was deleted.
Defense Evasion,T1562.007,Disable or Modify Cloud Firewall,System,Other System Events,5025,The Windows Firewall Service has been stopped.
Command And Control,T1008,Fallback Channels,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1008,Fallback Channels,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1008,Fallback Channels,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1008,Fallback Channels,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1008,Fallback Channels,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1008,Fallback Channels,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1008,Fallback Channels,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Exfiltration,T1020.001,Traffic Duplication,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Exfiltration,T1020.001,Traffic Duplication,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Exfiltration,T1020.001,Traffic Duplication,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Exfiltration,T1020.001,Traffic Duplication,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Exfiltration,T1020.001,Traffic Duplication,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Exfiltration,T1020.001,Traffic Duplication,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Exfiltration,T1020.001,Traffic Duplication,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Exfiltration,T1029,Scheduled Transfer,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Exfiltration,T1029,Scheduled Transfer,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Exfiltration,T1029,Scheduled Transfer,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Exfiltration,T1029,Scheduled Transfer,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Exfiltration,T1029,Scheduled Transfer,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Exfiltration,T1029,Scheduled Transfer,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Exfiltration,T1029,Scheduled Transfer,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Exfiltration,T1030,Data Transfer Size Limits,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Exfiltration,T1030,Data Transfer Size Limits,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Exfiltration,T1030,Data Transfer Size Limits,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Exfiltration,T1030,Data Transfer Size Limits,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Exfiltration,T1030,Data Transfer Size Limits,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Exfiltration,T1030,Data Transfer Size Limits,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Exfiltration,T1030,Data Transfer Size Limits,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1090,Proxy,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1090,Proxy,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1090,Proxy,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1090,Proxy,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1090,Proxy,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1090,Proxy,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1090,Proxy,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1090.001,Internal Proxy,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1090.001,Internal Proxy,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1090.001,Internal Proxy,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1090.001,Internal Proxy,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1090.001,Internal Proxy,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1090.001,Internal Proxy,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1090.001,Internal Proxy,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1090.002,External Proxy,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1090.002,External Proxy,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1090.002,External Proxy,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1090.002,External Proxy,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1090.002,External Proxy,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1090.002,External Proxy,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1090.002,External Proxy,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1090.003,Multi-hop Proxy,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1090.003,Multi-hop Proxy,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1090.003,Multi-hop Proxy,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1090.003,Multi-hop Proxy,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1090.003,Multi-hop Proxy,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1090.003,Multi-hop Proxy,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1090.003,Multi-hop Proxy,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1102,Web Service,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1102,Web Service,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1102,Web Service,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1102,Web Service,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1102,Web Service,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1102,Web Service,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1102,Web Service,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1102.002,Bidirectional Communication,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1102.002,Bidirectional Communication,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1102.002,Bidirectional Communication,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1102.002,Bidirectional Communication,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1102.002,Bidirectional Communication,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1102.002,Bidirectional Communication,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1102.002,Bidirectional Communication,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1102.003,One-Way Communication,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1102.003,One-Way Communication,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1102.003,One-Way Communication,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1102.003,One-Way Communication,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1102.003,One-Way Communication,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1102.003,One-Way Communication,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1102.003,One-Way Communication,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1104,Multi-Stage Channels,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1104,Multi-Stage Channels,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1104,Multi-Stage Channels,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1104,Multi-Stage Channels,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1104,Multi-Stage Channels,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1104,Multi-Stage Channels,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1104,Multi-Stage Channels,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1105,Ingress Tool Transfer,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1105,Ingress Tool Transfer,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1105,Ingress Tool Transfer,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1105,Ingress Tool Transfer,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1105,Ingress Tool Transfer,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1105,Ingress Tool Transfer,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1105,Ingress Tool Transfer,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Execution,T1204.001,Malicious Link,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Execution,T1204.001,Malicious Link,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Execution,T1204.001,Malicious Link,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Execution,T1204.001,Malicious Link,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Execution,T1204.001,Malicious Link,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Execution,T1204.001,Malicious Link,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Execution,T1204.001,Malicious Link,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Persistence,T1205,Traffic Signaling,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Persistence,T1205,Traffic Signaling,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Persistence,T1205,Traffic Signaling,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Persistence,T1205,Traffic Signaling,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Persistence,T1205,Traffic Signaling,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Persistence,T1205,Traffic Signaling,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Persistence,T1205,Traffic Signaling,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Persistence,T1205.001,Port Knocking,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Persistence,T1205.001,Port Knocking,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Persistence,T1205.001,Port Knocking,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Persistence,T1205.001,Port Knocking,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Persistence,T1205.001,Port Knocking,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Persistence,T1205.001,Port Knocking,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Persistence,T1205.001,Port Knocking,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1568,Dynamic Resolution,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1568,Dynamic Resolution,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1568,Dynamic Resolution,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1568,Dynamic Resolution,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1568,Dynamic Resolution,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1568,Dynamic Resolution,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1568,Dynamic Resolution,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1568.001,Fast Flux DNS,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1568.001,Fast Flux DNS,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1568.001,Fast Flux DNS,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1568.001,Fast Flux DNS,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1568.001,Fast Flux DNS,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1568.001,Fast Flux DNS,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1568.001,Fast Flux DNS,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1568.002,Domain Generation Algorithms,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1568.002,Domain Generation Algorithms,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1568.002,Domain Generation Algorithms,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
